nameBold,nameThin,producer,year,alcoholPercentage,volume,price,country,region,district,type,categoryTaste,usage,taste,tasteBitter,tasteSweetness,tasteFruitAcid,tasteBody,tasteRoughness,url,imageURL,grapes
Wine & Co Dry Land Red,MVH Signature Wines/Vebersburg,MVH Signature Wines/Vebersburg,2018,13.5,750.0,199.0,Sydafrika,Western Cape,,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Fruktig, nyanserad smak med fatkaraktär, inslag av torkade körsbär, eukalyptus, choklad, korinter, kryddor och vanilj.",0.0%,0.0%,75.0%,66.66666666666666%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/wine-&-co-dry-land-red-9565401,https://sb-product-media-prod.azureedge.net/productimages/24433537/24433537,Cabernet sauvignon---Cinsault---Syrah
Harlan Estate,,Harlan Estate,2016,14.5,750.0,13999.0,USA,Kalifornien,North Coast,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/harlan-estate-9132401,https://sb-product-media-prod.azureedge.net/productimages/24449896/24449896,
Luigi Vico,Barolo Prapò,Azienda Agricola Luigi Vico,2016,14.0,750.0,739.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/luigi-vico-9023901,https://sb-product-media-prod.azureedge.net/productimages/24453389/24453389,Nebbiolo
Skepparps Crossover,,Skepparps Vingård,,12.0,750.0,199.0,EU,,,Mousserande vin,Torrt vitt,Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk eller skaldjur.,"Ungdomlig, fruktig smak med inslag av päron, krusbär, mineral och citrus.",0.0%,8.333333333333332%,75.0%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/skepparps-crossover-3374001,https://product-cdn.systembolaget.se/productimages/23127428/23127428,Solaris---Chardonnay---Sauvignon blanc
Terre,Domaine des Roches Neuves,Domaine des Roches Neuves,2016,12.5,750.0,679.0,Frankrike,Loiredalen,Anjou-Saumur,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/terre-9539901,https://product-cdn.systembolaget.se/productimages/23140358/23140358,
ELSA,Fredholms och Åhus Vingård,Fredholms Vingård,2019,13.0,500.0,278.0,Sverige,Skåne län,Hässleholms kommun,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C till rätter av fisk eller skaldjur.,"Fruktig, mycket frisk smak med inslag av gröna äpplen, örter, päron och citron.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/elsa-3383202,https://product-cdn.systembolaget.se/productimages/24298218/24298218,Solaris
Marc Hebrart Special Club,Premier Cru,Champagne Hebrart,2016,12.0,750.0,488.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,"Serveras vid 8-10°C som aperitif, eller till rätter av fisk eller skaldjur.","Nyanserad, något utvecklad, mycket frisk smak med inslag av gula äpplen, fransk nougat, rostat bröd, mineral, honung och apelsin.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/marc-hebrart-special-club-9704701,https://product-cdn.systembolaget.se/productimages/24389631/24389631,
Black Currant Mead,,Copenhagen Mead Company,2019,12.6,500.0,315.0,Danmark,,,Aperitif & Dessert,Smaksatta viner & fruktviner,Serveras vid 12-14°C till rätter av mörkt kött.,"Komplex, utvecklad, mycket frisk smak smak med sötma och fatkaraktär, inslag av korinter, svarta vinbär, choklad, honung, vanilj, örter och nötter.",0.0%,50.0%,0.0%,58.333333333333336%,0.0%,https://www.systembolaget.se/produkt/vin/black-currant-mead-3536502,https://product-cdn.systembolaget.se/productimages/24526426/24526426,
Kongsgaard Napa,Chardonnay,Kongsgaard,2018,13.0,750.0,1299.0,USA,Kalifornien,North Coast,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/kongsgaard-napa-9263201,https://product-cdn.systembolaget.se/productimages/24501496/24501496,
Gattinara,Franchino Mauro,Franchino Mauro,2015,13.5,750.0,295.0,Italien,Piemonte,Gattinara,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till mörkt kött.,"Komplex, kryddig smak med inslag av fat, torkade körsbär, salvia, nougat, pomerans, svart te, kanel och rosor.",0.0%,0.0%,83.33333333333334%,75.0%,83.33333333333334%,https://www.systembolaget.se/produkt/vin/gattinara-9008901,https://sb-product-media-prod.azureedge.net/productimages/24512131/24512131,Nebbiolo
Lepores,Barrique Cuvée,Flädie Vinproduktion,2018,13.0,750.0,265.0,Sverige,Skåne län,Lomma kommun,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Nyanserad, fruktig smak med fatkaraktär, inslag av svarta vinbär, blåbär, choklad, sötlakrits, viol, örter och vanilj.",0.0%,0.0%,75.0%,75.0%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/lepores-3273701,https://product-cdn.systembolaget.se/productimages/9737914/9737914,Rondo---Cabernet cortis
Dönnhoff Hermannshöhle Riesling Grosses Gewächs,Weingut Dönnhoff,Weingut Hermann Dönnhoff,2018,13.0,750.0,546.0,Tyskland,Nahe,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/dönnhoff-hermannshöhle-riesling-grosses-gewächs-9511501,https://product-cdn.systembolaget.se/productimages/24451071/24451071,Riesling
Luna Estate Pinot Noir,Luna Estate,Luna Estate,2016,13.0,750.0,179.0,Nya Zeeland,Wairarapa,Martinborough,Rött vin,Kryddigt & Mustigt,"Serveras vid cirka 16°C till feta eller vilda fåglar, eller till inte alltför smakrika rätter av fläsk- eller lammkött.","Kryddig, nyanserad smak med fatkaraktär, inslag av skogshallon, örter, jordgubbar, ingefära, mörka körsbär och nougat.",0.0%,0.0%,75.0%,41.66666666666667%,41.66666666666667%,https://www.systembolaget.se/produkt/vin/luna-estate-pinot-noir-9503101,https://sb-product-media-prod.azureedge.net/productimages/24452655/24452655,Pinot noir
Littorai Les Larmes,Pinot Noir,Littorai,2018,13.0,750.0,589.0,USA,Kalifornien,North Coast,Rött vin,Mjukt & Bärigt,"Serveras vid cirka 16°C till rätter av stekt fisk eller till rätter av ljust kött, gärna kallskuret.","Komplex, bärig, kryddig smak med fatkaraktär, inslag av skogshallon, mogna jordgubbar, sandelträ, nougat, lingon, blodgrapefrukt och viol.",0.0%,0.0%,83.33333333333334%,41.66666666666667%,41.66666666666667%,https://www.systembolaget.se/produkt/vin/littorai-les-larmes-9299601,https://sb-product-media-prod.azureedge.net/productimages/24453472/24453472,Pinot noir
Sangria Lolailo,,Bodegas Sanviver,,7.0,750.0,70.0,Spanien,,,Aperitif & Dessert,Smaksatta viner & fruktviner,Serveras kyld som sällskapsdryck.,"Kryddig, söt smak med inslag av mörka körsbär, apelsinskal och kanel.",0.0%,66.66666666666666%,0.0%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/sangria-lolailo-9210601,https://sb-product-media-prod.azureedge.net/productimages/24471117/24471117,
Barolo Ravera,Giacomo Grimaldi,Giacomo Grimaldi,2016,14.5,750.0,449.0,Italien,Piemonte,Barolo,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Komplex, kryddig, något utvecklad smak med fatkaraktär, inslag av mogna jordgubbar, ceder, torkade dadlar, nougat, rosor, kanel och kakao.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,83.33333333333334%,https://www.systembolaget.se/produkt/vin/barolo-ravera-9513201,https://sb-product-media-prod.azureedge.net/productimages/24477902/24477902,Nebbiolo
Cerasuolo di Vittoria,Azienda Agricola C.O.S,Azienda Agricola Costantino,2016,13.0,750.0,259.0,Italien,Sicilien,Cerasuolo di Vittoria,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Nyanserad, kryddig, något utvecklad smak med fatkaraktär, inslag av torkade körsbär, rökig mineral, sandelträ, kanel, nypon, peppar och choklad.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,75.0%,https://www.systembolaget.se/produkt/vin/cerasuolo-di-vittoria-9237401,,Nero d'avola---Frappato
Boya,Pinot Noir,Viña Garcés Silva,2018,13.5,750.0,150.0,Chile,Aconcagua,San Antonio,Rött vin,Mjukt & Bärigt,"Serveras vid cirka 16°C till vegetariska rätter, eller till rätter av fisk och ljust kött.","Nyanserad, bärig smak med inslag av jordgubbar, örter, körsbär, skogshallon och blodapelsin.",0.0%,0.0%,83.33333333333334%,41.66666666666667%,41.66666666666667%,https://www.systembolaget.se/produkt/vin/boya-9212401,https://sb-product-media-prod.azureedge.net/productimages/24486193/24486193,Pinot noir
Saint Péray,Lieu Dit Biousse,Caves Yves Cuilleron,2018,14.0,750.0,299.0,Frankrike,Rhonedalen,Côtes du Rhône,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/saint-péray-9208701,https://product-cdn.systembolaget.se/productimages/24392158/24392158,Marsanne
Saarburger Rausch,Beerenauslese,Weingut Markus Molitor,2015,6.5,375.0,529.0,Tyskland,Mosel,,Vitt vin,Sött,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/saarburger-rausch-9274902,https://product-cdn.systembolaget.se/productimages/24399768/24399768,
Sobrero Moscato d'Asti,,Sobrero Francesco,2018,5.0,750.0,145.0,Italien,Piemonte,Moscato d'Asti,Vitt vin,Sött,Serveras vid 6-8°C till frukt- och bärdesserter.,"Fruktig, blommig, söt smak med inslag av päron, fläder, honung, rosor, persika och citrus.",0.0%,75.0%,75.0%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/sobrero-moscato-d'asti-9211801,https://product-cdn.systembolaget.se/productimages/24411358/24411358,
Margan,Albarino,Margan Family Winegrowers,2019,11.5,750.0,149.0,Australien,New South Wales,Hunter Valley,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C till rätter av fisk eller skaldjur.,"Fruktig smak med inslag av päron, honungsmelon, örter, passionsfrukt och lime.",0.0%,8.333333333333332%,75.0%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/margan-9066601,https://product-cdn.systembolaget.se/productimages/24414624/24414624,
Codice V,,Marchesi Mazzei,2018,12.5,750.0,179.0,Italien,Toscana,Maremma Toscana,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C till rätter av fisk eller skaldjur eller till vegetariska rätter.,"Fruktig, något aromatisk, mycket frisk, nyanserad smak med inslag av ananas, mineral, gula äpplen, örter, mandel och persika.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/codice-v-9298601,https://sb-product-media-prod.azureedge.net/productimages/24424865/24424865,Vermentino
Pouilly-Fuissé Vers Cras,Domaine Cordier,Domaine Cordier,2018,13.5,750.0,289.0,Frankrike,Bourgogne,Mâconnais,Vitt vin,Fylligt & Smakrikt,"Serveras vid 10-12°C till stekta rätter av fisk, till ljust kött, eller till lättare rätter av lammkött.","Nyanserad, fruktig, mycket frisk smak med rostad fatkaraktär, inslag av gula äpplen, mineral, brynt smör, nektarin, nötter, vanilj och apelsin.",0.0%,8.333333333333332%,83.33333333333334%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/pouilly-fuissé-vers-cras-9061301,https://sb-product-media-prod.azureedge.net/productimages/24519647/24519647,Chardonnay
Nicolas Catena Zapata,Bodega Catena Zapata,Bodega Catena Zapata,2016,13.5,750.0,748.0,Argentina,Cuyo,Mendoza,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/nicolas-catena-zapata-9500101,https://product-cdn.systembolaget.se/productimages/24520593/24520593,Cabernet sauvignon---Malbec---Cabernet franc
Aldo Conterno,Bussiador Langhe Chardonnay,Poderi Aldo Conterno,2017,14.5,750.0,659.0,Italien,Piemonte,Langhe,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/aldo-conterno-9206301,https://product-cdn.systembolaget.se/productimages/24500284/24500284,
A Tribute to Grace,Grenache,A Tribute To Grace Wine Company,2019,14.0,750.0,199.0,USA,Kalifornien,Central Coast,Rött vin,Fruktigt & Smakrikt,"Serveras vid 16-18°C till vegetariska rätter, till ljust kött, eller till lättare rätter av lammkött.","Fruktig, nyanserad smak med inslag av fat, hallon, lavendel, blodapelsin, vitpeppar, bergamott, jordgubbar, kanel och körsbär.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/a-tribute-to-grace-9268901,https://sb-product-media-prod.azureedge.net/productimages/24501873/24501873,Grenache
Friedrich Becker Kammerberg,Pinot Noir,Friedrich Becker,2014,13.5,750.0,739.0,Tyskland,Pfalz,,Rött vin,Kryddigt & Mustigt,"Serveras vid cirka 16°C till feta eller vilda fåglar, eller till inte alltför smakrika rätter av fläsk- eller lammkött.","Komplex, kryddig smak med tydlig fatkaraktär, inslag av körsbär, mogna jordgubbar, nougat, skogshallon, bergamott och kanel.",0.0%,0.0%,83.33333333333334%,50.0%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/friedrich-becker-kammerberg-9534901,https://product-cdn.systembolaget.se/productimages/21434797/21434797,Spätburgunder
Vérité,La Joie,Vérité Wines,2014,14.0,750.0,3999.0,USA,Kalifornien,North Coast,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vérité-9907701,,
Château d'Armailhac,Château d'Armailhac,Chateau d'Armailhac,2017,13.5,750.0,599.0,Frankrike,Bordeaux,Haut-Médoc,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/château-d'armailhac-9566501,https://sb-product-media-prod.azureedge.net/productimages/24436131/24436131,
Pavillon Rouge du Château Margaux,Chateau Margaux,Château Margaux,2017,13.5,750.0,2185.0,Frankrike,Bordeaux,Haut-Médoc,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/pavillon-rouge-du-château-margaux-9517401,https://sb-product-media-prod.azureedge.net/productimages/24441029/24441029,
Åhus Rosé,,Vingården i Åhus,2019,12.0,500.0,148.0,Sverige,Skåne län,Kristianstads kommun,Rosévin,Fruktigt & Smakrikt,Serveras vid 8-10°C som sällskapsdryck eller till lätta rätter av kyckling eller till sallader.,"Fruktig, mycket frisk smak med inslag av granatäpplen, hallon, örter och blodapelsin.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/åhus-rosé-3363702,https://product-cdn.systembolaget.se/productimages/21811721/21811721,Rondo
Alice,Rosé,Flädie Vinproduktion,2019,12.5,500.0,147.0,Sverige,Skåne län,Lomma kommun,Rosévin,Fruktigt & Smakrikt,"Serveras vid 8-10°C som sällskapsdryck eller till rätter av ljust kött, gärna sallader.","Fruktig, mycket frisk smak med inslag av persika, jordgubbar, örter och blodgrapefrukt.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/alice-3369402,https://product-cdn.systembolaget.se/productimages/23127066/23127066,Rondo
Astrid,Rosé,Flädie Vinproduktion,2019,12.5,500.0,147.0,Sverige,Skåne län,Lomma kommun,Rosévin,Fruktigt & Smakrikt,"Serveras vid 8-10°C som sällskapsdryck eller till rätter av ljust kött, gärna sallader.","Fruktig, mycket frisk smak med inslag av jordgubbar, persika, färska örter och blodapelsin.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/astrid-3369502,https://product-cdn.systembolaget.se/productimages/23127067/23127067,Léon millot---Cabernet cortis
Harlan Estate,Harlan Estate,Harlan Estate,2015,15.0,750.0,12995.0,USA,Kalifornien,North Coast,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/harlan-estate-9504501,https://product-cdn.systembolaget.se/productimages/24058274/24058274,
Zeltinger Sonnenuhr,Riesling Auslese*** gold capsule,Weingut Markus Molitor,2014,7.5,750.0,779.0,Tyskland,Mosel,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/zeltinger-sonnenuhr-9625401,https://product-cdn.systembolaget.se/productimages/11418282/11418282,
Ermitage Ex Voto Rouge,E. Guigal,E Guigal,2013,14.0,750.0,2895.0,Frankrike,Rhonedalen,Hermitage,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/ermitage-ex-voto-rouge-9399601,,
Quiñon de Valmira,,Bodegas Palacios Remondo,2016,13.0,750.0,2999.0,Spanien,Rioja,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/quiñon-de-valmira-9009701,,
Clos Puy Arnaud,Grand Vin,Clos Puy Arnaud,2016,14.0,750.0,399.0,Frankrike,Bordeaux,Côtes de Castillon,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/clos-puy-arnaud-9021601,https://sb-product-media-prod.azureedge.net/productimages/24489251/24489251,Merlot---Cabernet franc---Cabernet sauvignon
Barolo,Margherita Otto,Margherita Otto,2016,14.5,1500.0,1779.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barolo-9117306,https://product-cdn.systembolaget.se/productimages/24499297/24499297,
Maggiorina,Le Piane,Le Piane,2019,13.0,750.0,169.0,Italien,,,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Nyanserad, kryddig smak med inslag av fat, körsbär, rosor, skogshallon, svartpeppar, rosmarin, pomerans och svart te.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,83.33333333333334%,https://www.systembolaget.se/produkt/vin/maggiorina-9511901,https://sb-product-media-prod.azureedge.net/productimages/24499846/24499846,
Saurwein Nom,Pinot Noir,Saurwein,2019,13.5,750.0,429.0,Sydafrika,Western Cape,Cape South Coast,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/saurwein-nom-9222001,https://product-cdn.systembolaget.se/productimages/24500331/24500331,Pinot noir
Jacob's Creek,Le Petit Rosé,Pernod Ricard Winemakers,2019,12.5,750.0,99.0,Australien,South Eastern Australia,,Rosévin,Fruktigt & Smakrikt,"Serveras vid 8-10°C som sällskapsdryck eller rätter av fisk eller ljus kött, gärna sallader.","Fruktig smak med inslag av vit persika, jordgubbar, blodapelsin och hallon.",0.0%,8.333333333333332%,75.0%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/jacob's-creek-9040501,https://sb-product-media-prod.azureedge.net/productimages/24424250/24424250,Grenache---Mataro---Pinot noir
Coulée de Serrant,,SAS Famille Joly,2018,15.0,750.0,699.0,Frankrike,Loiredalen,Anjou-Saumur,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/coulée-de-serrant-9299301,,Chenin blanc
Schloss Lieser,Riesling Trocken,Schloss Lieser,2018,12.5,750.0,148.0,Tyskland,Mosel,,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C som aperitif, eller till rätter av fisk och skaldjur.","Fruktig, aromatisk, mycket frisk smak med inslag av päron, rökig mineral, honungsmelon, vita blommor och lime.",0.0%,16.666666666666664%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/schloss-lieser-9519201,https://product-cdn.systembolaget.se/productimages/24451075/24451075,Riesling
La Côte,Pinot Noir,Domaine de la Côte,2017,13.0,750.0,885.0,USA,Kalifornien,Central Coast,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/la-côte-9280801,https://product-cdn.systembolaget.se/productimages/24453739/24453739,Pinot noir
Vauchaumier,Domaine de la Bergerie,Domaine de la Bergerie,2017,13.0,750.0,279.0,Frankrike,Loiredalen,Anjou-Saumur,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vauchaumier-9603001,,Chenin blanc
Montagny,1er Cru Sélection Vieilles Vignes,Domaine Stéphane Aladame,2018,13.5,750.0,295.0,Frankrike,Bourgogne,Côte Chalonnaise,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/montagny-9028401,https://sb-product-media-prod.azureedge.net/productimages/24455725/24455725,Chardonnay
Jacob's Creek,Le Petit Rosé,Pernod Ricard Winemakers,2019,12.5,750.0,99.0,Australien,South Eastern Australia,,Rosévin,Fruktigt & Smakrikt,"Serveras vid 8-10°C som sällskapsdryck eller rätter av fisk eller ljus kött, gärna sallader.","Fruktig smak med inslag av vit persika, jordgubbar, blodapelsin och hallon.",0.0%,8.333333333333332%,75.0%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/jacob's-creek-9040501,https://sb-product-media-prod.azureedge.net/productimages/24424250/24424250,Grenache---Mataro---Pinot noir
Coulée de Serrant,,SAS Famille Joly,2018,15.0,750.0,699.0,Frankrike,Loiredalen,Anjou-Saumur,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/coulée-de-serrant-9299301,,Chenin blanc
Mangan Vineyards,Sauvignon Blanc Semillon,Cullen Wines,2018,12.5,750.0,249.0,Australien,Western Australia,South West Australia,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C som aperitif, till sallader eller till rätter av fisk eller skaldjur.","Fruktig, ungdomlig, mycket frisk smak med inslag av honungsmelon, päron, vita blommor, bivax, mineral och lime.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/mangan-vineyards-9300301,https://sb-product-media-prod.azureedge.net/productimages/24425104/24425104,Sémillon---Sauvignon blanc
Clos Henri,Chapel Block Blanc de Noirs,Clos Henri,2016,12.5,750.0,278.0,Nya Zeeland,Marlborough,,Mousserande vin,Torrt vitt,Serveras vid 8-10°C som aperitif eller till rätter av fisk och skaldjur.,"Nyanserad, mycket frisk smak med inslag av gula äpplen, ljust bröd, örter, lime, nougat och mimosablommor. ",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/clos-henri-9303101,https://product-cdn.systembolaget.se/productimages/24427401/24427401,
Weinert,Malbec,Bodegas Weinert,1995,14.0,750.0,769.0,Argentina,Cuyo,Mendoza,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/weinert-9029101,https://product-cdn.systembolaget.se/productimages/15007722/15007722,Malbec
Ghiaie della Furba,,Tenuta di Capezzana,2015,15.0,750.0,298.0,Italien,Toscana,,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Smakrikt vin med rostad fatkaraktär, inslag av svarta vinbär, kakao, körsbär, mynta, kaffe, nougat, ceder och vanilj.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/ghiaie-della-furba-9201901,https://product-cdn.systembolaget.se/productimages/17797446/17797446,Cabernet sauvignon---Syrah---Merlot
Solaris,Hav,Mellby nr 5 Vingård,2018,14.0,500.0,195.0,Sverige,Skåne län,Simrishamns kommun,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C som aperitif eller till rätter av fisk eller skaldjur.,"Fruktig, mycket frisk smak med inslag av gula äpplen, krusbär, citrus, ananas och mineral.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/solaris-3395502,https://product-cdn.systembolaget.se/productimages/24398258/24398258,Solaris
Espectacle del Montsant,,Espectacle,2016,16.0,750.0,995.0,Spanien,,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/espectacle-del-montsant-9270501,https://product-cdn.systembolaget.se/productimages/24399547/24399547,
Wild Yeast,Chardonnay,Springfield Estate,2019,13.5,750.0,179.0,Sydafrika,Western Cape,Breede River Valley,Vitt vin,Fylligt & Smakrikt,"Serveras vid 10-12°C till vegetariska rätter, eller till smakrika, gärna grillade rätter av fisk, eller rätter av ljust kött.","Nyanserad, mycket fruktig smak med inslag av gula päron, mango, apelsinblommor, ananas, örter och galiamelon.",0.0%,8.333333333333332%,75.0%,58.333333333333336%,0.0%,https://www.systembolaget.se/produkt/vin/wild-yeast-9025901,https://sb-product-media-prod.azureedge.net/productimages/24475995/24475995,Chardonnay
Vinya de la Glòria,,Cellers Joan d'Anguera,2017,14.5,750.0,559.0,Spanien,Katalonien,Montsant,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vinya-de-la-glòria-9241201,https://product-cdn.systembolaget.se/productimages/24478428/24478428,
Château d´Ampuis,Côte Rôtie,E Guigal,2016,14.5,750.0,995.0,Frankrike,Rhonedalen,Côte-Rôtie,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/château-d´ampuis-9008301,https://sb-product-media-prod.azureedge.net/productimages/24482401/24482401,Syrah---Viognier
Nerojbleo,Gulfi,Gulfi,2018,13.5,750.0,179.0,Italien,Sicilien,Terre Siciliane,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Fruktig, nyanserad smak med fatkaraktär, inslag av mörka körsbär, svarta vinbär, ceder, örter, skogshallon, kakao och lavendel.",0.0%,0.0%,83.33333333333334%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/nerojbleo-9541401,https://product-cdn.systembolaget.se/productimages/24484290/24484290,Nero d'avola
Savoy Anderson Valley Chardonnay,Radio-Coteau,Radio-Coteau,2016,13.5,750.0,549.0,USA,Kalifornien,North Coast,Vitt vin,Fylligt & Smakrikt,"Serveras vid 10-12°C till smakrika rätter av fisk, eller till rätter av ljust kött eller till lammkött.","Komplex, fruktig smak med tydlig fatkaraktär, inslag av gula äpplen, brynt smör, mango, kardemumma, mineral, nötter, vanilj och apelsin.",0.0%,8.333333333333332%,75.0%,58.333333333333336%,0.0%,https://www.systembolaget.se/produkt/vin/savoy-anderson-valley-chardonnay-9541701,https://product-cdn.systembolaget.se/productimages/22372126/22372126,Chardonnay
Myrko Tépus,Saint Jean,Myrko Tépus,2018,13.0,750.0,269.0,Frankrike,Provence,VdP du Var,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/myrko-tépus-9003901,https://sb-product-media-prod.azureedge.net/productimages/24488679/24488679,
Hervé Dubois,BdB Grand Cru Millesime,Hervé Dubois,2013,12.0,750.0,329.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,"Serveras vid 8-10°C som aperitif, eller till rätter av fisk och skaldjur.","Nyanserad, något utvecklad smak med inslag av gula äpplen, rostat bröd, vit choklad, persika och citrus.",0.0%,8.333333333333332%,75.0%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/hervé-dubois-9042501,https://product-cdn.systembolaget.se/productimages/24489388/24489388,Chardonnay
