name,producer,year,alcoholPercentage,volume,price,country,region,district,type,categoryTaste,usage,taste,tasteBitter,tasteSweetness,tasteFruitAcid,tasteBody,tasteRoughness,url,imageURL,grapes
"Los Aguilares, Los Aguilares",Cortijo Los Aguilares,2019,14.5,750.0,129.0,Spanien,Andalusien,Malaga,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/los-aguilares-7582401,,
"Oakridge, Oakridge",Oakridge Wines,2018,13.7,750.0,199.0,Australien,Victoria,Port Phillip,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/oakridge-7320001,,
"San Giovanni, San Giovanni",Pasini Azienda Agricola San Giovanni,,12.0,750.0,296.0,Italien,,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/san-giovanni-7737501,,
"Mud House, Mud House",Mud House,2017,12.5,1500.0,159.0,Nya Zeeland,Marlborough,,Vitt vin,Friskt & Fruktigt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/mud-house-7275907,https://product-cdn.systembolaget.se/productimages/10617016/10617016,Sauvignon blanc
"Marrenon, Marrenon","Marrenon, Vignobles en Ventoux & Luberon",2016,14.0,750.0,81.0,Frankrike,Rhonedalen,Luberon,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/marrenon-7710101,,
"Château L'Hospitalet, Château L'Hospitalet",Gérard Bertrand,2018,13.5,750.0,189.0,Frankrike,Languedoc-Roussillon,Coteaux du Languedoc,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/château-l'hospitalet-7938701,https://sb-product-media-prod.azureedge.net/productimages/1062034/1062034,
"Gérard Bertrand, Gérard Bertrand",Gérard Bertrand,2017,12.5,750.0,165.0,Frankrike,Languedoc-Roussillon,Crémant de Limoux,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/gérard-bertrand-7713201,https://product-cdn.systembolaget.se/productimages/1062053/1062053,
"MontGras, MontGras",MontGras,2013,13.5,750.0,99.0,Chile,Valle Central,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/montgras-7557601,https://product-cdn.systembolaget.se/productimages/1062739/1062739,
"Savoia, Savoia",Azienda Agricola Coali Tenuta Savoia,2014,14.5,750.0,258.0,Italien,Venetien,Valpolicella,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/savoia-7635701,,
"Martin Freixa, Martin Freixa",JMF Selection,2014,14.0,750.0,198.0,Spanien,Katalonien,Montsant,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/martin-freixa-7655401,,
"Château Gassier, Château Gassier",Château Gassier,2019,13.0,750.0,169.0,Frankrike,Provence,Côtes de Provence,Rosévin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/château-gassier-7375201,,
"Aveleda, Aveleda",Aveleda,2019,12.5,750.0,99.0,Portugal,Vinho Verde,Minho,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/aveleda-7357601,https://sb-product-media-prod.azureedge.net/productimages/1064111/1064111,
"Umeshu Genshu, Umeshu Genshu",Hakutsuru,,19.5,720.0,253.0,Japan,,,Aperitif & Dessert,Smaksatta viner & fruktviner,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/umeshu-genshu-7669501,https://product-cdn.systembolaget.se/productimages/1065281/1065281,
"Clos Pons, Clos Pons",Clos Pons,2012,14.5,750.0,183.0,Spanien,Katalonien,Costers del Segre,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/clos-pons-7918001,,
"Torello 225, Torello 225",Bodega Torelló Llopart SA,2015,11.5,750.0,268.0,Spanien,,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/torello-225-7432801,,
"Huno, Huno",Pago Los Balancines S.L.,2014,15.0,750.0,188.0,Spanien,Extremadura,Ribera del Guadiana,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/huno-7643001,,
"Gruss, Gruss",Joseph Gruss et Fils,,12.5,750.0,188.0,Frankrike,Alsace,Crémant d'Alsace,Mousserande vin,Rosé,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/gruss-7757101,,
"Regis Fliniaux, Regis Fliniaux",Regis Fliniaux,,12.0,750.0,397.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/regis-fliniaux-7725401,,
"Barbera d'Alba San Stefanetto, Barbera d'Alba San Stefanetto",Piero Busso,2017,15.5,750.0,289.0,Italien,Piemonte,Barbera d'Alba,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barbera-d'alba-san-stefanetto-7464701,,
"Venezia Giulia, Venezia Giulia",Jermann di Silvio,2018,13.0,750.0,287.0,Italien,Friuli-Venezia-Giulia,Venezia Giulia,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/venezia-giulia-7167501,,
"Borgo Salcetino Lucarello, Borgo Salcetino Lucarello",Azienda Livon,2013,13.5,750.0,189.0,Italien,Toscana,Chianti,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/borgo-salcetino-lucarello-7569501,https://sb-product-media-prod.azureedge.net/productimages/1076203/1076203,
"Guldkula, Guldkula",Champagne de Venoge,1998,12.0,1500.0,9299.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/guldkula-7761406,,
"Zýme, Zýme",Azienda Agricola Zyme,2015,14.0,750.0,380.0,Italien,Venetien,Valpolicella,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/zýme-7284701,,
"Sublime Grand Cru, Sublime Grand Cru",Union des Propriétaires Récoltants,,12.5,750.0,414.0,Frankrike,Champagne,,Mousserande vin,Rosé,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/sublime-grand-cru-7742501,,
"Comte Hugues de La Bourdonnaye, Comte Hugues de La Bourdonnaye",Hugues de La Bourdonnaye,,12.0,750.0,514.0,Frankrike,Champagne,,Mousserande vin,Rosé,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/comte-hugues-de-la-bourdonnaye-7551201,,
"Château Montus, Château Montus",Alain Brumont,2012,14.5,750.0,299.0,Frankrike,Frankrike sydväst,Pacherenc du Vic-Bilh,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/château-montus-7168001,,
"Les Travers Rouge, Les Travers Rouge",Domaine Brusset,2016,13.5,750.0,149.0,Frankrike,Rhonedalen,Côtes du Rhône,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/les-travers-rouge-7600301,,
"Cattier, Cattier",Champagne Cattier,,12.5,750.0,469.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/cattier-7800601,https://sb-product-media-prod.azureedge.net/productimages/1086158/1086158,
"Trapiche, Trapiche",Bodegas Trapiche,2019,13.5,750.0,109.0,Argentina,Cuyo,Mendoza,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/trapiche-7553501,,
"Bolla, Bolla",Bolla,,11.0,750.0,149.0,Italien,Venetien,Prosecco,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/bolla-7775301,https://product-cdn.systembolaget.se/productimages/1091512/1091512,
"De l'Orée, De l'Orée",M.Chapoutier,2015,13.5,750.0,1599.0,Frankrike,Rhonedalen,Hermitage,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/de-l'orée-7295901,https://sb-product-media-prod.azureedge.net/productimages/1091708/1091708,
"Le Ballon, Le Ballon",Les Ballon,2018,12.5,750.0,119.0,Frankrike,Languedoc-Roussillon,VdP d'Oc,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/le-ballon-7397701,,
"Buena Pinta, Buena Pinta",Bodegas y Viñedos Ponce,2017,12.0,750.0,189.0,Spanien,Kastilien-La Mancha,Manchuela,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/buena-pinta-7255901,,
"Hambledon, Hambledon",Hambledon,,12.0,750.0,469.0,Storbritannien,England,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/hambledon-7130701,,
"Pfaff, Pfaff",La Cave des Vignerons de Pfaffenheim,2016,12.5,750.0,239.0,Frankrike,Alsace,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/pfaff-7720801,https://product-cdn.systembolaget.se/productimages/14607924/14607924,
"Pfaff, Pfaff",La Cave des Vignerons de Pfaffenheim,2016,12.5,750.0,175.0,Frankrike,Alsace,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/pfaff-7116401,https://product-cdn.systembolaget.se/productimages/14607928/14607928,
"Toscana Vermentino, Toscana Vermentino",La Spinetta,2019,13.0,750.0,199.0,Italien,Toscana,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/toscana-vermentino-7501401,https://product-cdn.systembolaget.se/productimages/14618555/14618555,
"Castello di Brolio, Castello di Brolio",Barone Ricasoli,2015,14.0,750.0,369.0,Italien,Toscana,Chianti,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/castello-di-brolio-7174801,,
"Exit, Exit",Les Vignerons de Buzet,2017,13.0,750.0,135.0,Frankrike,Frankrike sydväst,Buzet,Rosévin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/exit-7444201,,
"Vondeling, Vondeling",Vondeling,2017,13.5,750.0,229.0,Sydafrika,Western Cape,Coastal Region,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vondeling-7471301,,
"Renato Ratti, Renato Ratti",Renato Ratti,2018,12.5,750.0,149.0,Italien,Piemonte,Langhe,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/renato-ratti-7431901,,
"Domaine de la Graveirette, Domaine de la Graveirette",Domaine de la Graveirette,2018,14.5,750.0,157.0,Frankrike,Rhonedalen,Côtes du Rhône,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/domaine-de-la-graveirette-7159101,https://product-cdn.systembolaget.se/productimages/14847210/14847210,
"Ken Wright, Ken Wright",Ken Wright Cellars,2017,13.0,750.0,299.0,USA,Oregon,Willamette Valley,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/ken-wright-7769101,,
"Chablis, Chablis",Albert Bichot,2018,13.0,750.0,189.0,Frankrike,Bourgogne,Chablis,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chablis-8557801,https://product-cdn.systembolaget.se/productimages/14900/14900,
"Gris Grey, Gris Grey",SCEA Ch. Cabrieres,2017,11.5,750.0,89.0,Frankrike,,,Rosévin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/gris-grey-7281001,,
"Muscadet Sèvre-et-Maine Sur Lie, Muscadet Sèvre-et-Maine Sur Lie",Calvet,2017,12.0,750.0,115.0,Frankrike,Loiredalen,Muscadet,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/muscadet-sèvre-et-maine-sur-lie-7076401,https://product-cdn.systembolaget.se/productimages/14994103/14994103,
"Ciu Ciu Limitato, Ciu Ciu Limitato",Societá Agricola Ciú Ciú di Bartalomei,,14.0,3000.0,279.0,Italien,Marche,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/ciu-ciu-limitato-7637308,https://product-cdn.systembolaget.se/productimages/15001473/15001473,
"Bricco Quaglia, Bricco Quaglia",La Spinetta,2020,4.5,375.0,109.0,Italien,Piemonte,Moscato d'Asti,Vitt vin,Sött,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/bricco-quaglia-7618902,https://product-cdn.systembolaget.se/productimages/15007776/15007776,
"Geyerhof Stockwerk, Geyerhof Stockwerk",Weingut Geyerhof - Familie Maier,2019,12.0,750.0,139.0,Österrike,Niederösterreich,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/geyerhof-stockwerk-7562201,https://product-cdn.systembolaget.se/productimages/1141621/1141621,
"Moscato d'Asti, Moscato d'Asti",Stefano Farina,2015,5.0,750.0,118.0,Italien,Piemonte,Moscato d'Asti,Vitt vin,Sött,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/moscato-d'asti-7163501,,
"Stefano Farina, Stefano Farina",Stefano Farina,2013,13.5,750.0,168.0,Italien,Piemonte,Nebbiolo d'Alba,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/stefano-farina-7388801,,
"J-Y de Carlini, J-Y de Carlini",Jean-Yves de Carlini,,12.0,750.0,360.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/j-y-de-carlini-7089601,,
"J-Y de Carlini, J-Y de Carlini",Jean-Yves de Carlini,,12.0,750.0,342.0,Frankrike,Champagne,,Mousserande vin,Rosé,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/j-y-de-carlini-7636401,,
"Sandahl Riesling Urval 15, Sandahl Riesling Urval 15",Villa Sandahl Kft.,,14.0,4500.0,1782.0,Ungern,Balaton,Badacsony,Blandlådor vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/sandahl-riesling-urval-15-7545409,,
"Castello di Brolio, Castello di Brolio",Barone Ricasoli,2011,16.5,500.0,445.0,Italien,Toscana,Chianti,Vitt vin,Sött,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/castello-di-brolio-7947902,,
"J. Bouchon, J. Bouchon",Bouchon Family Wines,2013,13.0,750.0,197.0,Chile,Valle Central,Maule,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/j.-bouchon-7005101,,
"Barolo Riserva Bricco delle Viole, Barolo Riserva Bricco delle Viole",Viberti Giovanni,2013,14.5,750.0,595.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barolo-riserva-bricco-delle-viole-7227501,https://product-cdn.systembolaget.se/productimages/1148304/1148304,
"Dolbá Langhe, Dolbá Langhe",Viberti Giovanni,2016,13.5,750.0,169.0,Italien,Piemonte,Langhe,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/dolbá-langhe-7264701,https://product-cdn.systembolaget.se/productimages/1148310/1148310,
"Guy de Chassey, Guy de Chassey",Guy de Chassey,2008,12.0,750.0,408.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/guy-de-chassey-7746301,,
"Côtes-du-Rhône, Côtes-du-Rhône",Domaine de La Fagotière,2017,14.0,750.0,125.0,Frankrike,Rhonedalen,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/côtes-du-rhône-7276401,,
"Antico Monastero, Antico Monastero",Agricola Bosio srl,2018,14.0,750.0,177.0,Italien,Piemonte,Barbera d'Alba,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/antico-monastero-7061601,https://product-cdn.systembolaget.se/productimages/1153456/1153456,
"Odinstal, Odinstal",Weingut Odinstal,2015,12.5,750.0,399.0,Tyskland,Pfalz,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/odinstal-7207901,,
"The Taste of Antico Monastero mixlåda, The Taste of Antico Monastero mixlåda",Agricola Bosio srl,,14.0,4500.0,1206.0,Italien,,,Blandlådor vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/the-taste-of-antico-monastero-mixlåda-7993509,,
"Vina Laguna, Vina Laguna",Agrolaguna d.d.,2015,13.0,750.0,128.0,Kroatien,Primorska,Istra,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vina-laguna-7365801,https://sb-product-media-prod.azureedge.net/productimages/1154440/1154440,
"Corvers Kauter Terra 50, Corvers Kauter Terra 50",Dr Corvers - Kauter,2019,11.0,750.0,129.0,Tyskland,Rheingau,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/corvers-kauter-terra-50-7368301,https://product-cdn.systembolaget.se/productimages/1154556/1154556,
"R3, R3",Dr Corvers - Kauter,2019,12.0,750.0,129.0,Tyskland,Rheingau,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/r3-7377501,https://product-cdn.systembolaget.se/productimages/1154680/1154680,
"Rosso di Montalcino, Rosso di Montalcino",Az. Agr. Talenti,2018,14.5,750.0,259.0,Italien,Toscana,Rosso di Montalcino,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/rosso-di-montalcino-7370801,,
"Corps de Loup, Corps de Loup",Corps de Loup,2015,13.0,750.0,572.0,Frankrike,Rhonedalen,Côte-Rôtie,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/corps-de-loup-7942801,,
"Borgogno, Borgogno",Giacomo Borgogno,2018,14.0,750.0,229.0,Italien,Piemonte,Langhe,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/borgogno-7970901,,
"Tano, Tano",Le Guaite di Noemi,2013,13.5,750.0,222.0,Italien,Venetien,Veronese,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/tano-7831301,,
"Vila Santa, Vila Santa",João Portugal Ramos,2017,14.0,750.0,129.0,Portugal,Alentejo,Alentejano,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vila-santa-1250701,https://product-cdn.systembolaget.se/productimages/11560/11560,Alicante bouschet---Trincadeira---Aragones---Cabernet sauvignon---Periquita
"Mrs Wigley, Mrs Wigley",Wirra Wirra Vineyards,2016,4.5,500.0,121.0,Australien,South Australia,Fleurieu,Mousserande vin,Rosé,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/mrs-wigley-7963602,,
"MilleUna Genius, MilleUna Genius",Milleuna,2006,13.5,500.0,296.0,Italien,Apulien,Salento,Rött vin,Sött,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/milleuna-genius-7563502,,
"Speri, Speri",Speri,2015,15.0,750.0,399.0,Italien,Venetien,Valpolicella,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/speri-7433401,https://product-cdn.systembolaget.se/productimages/1159128/1159128,
"Nero, Nero",PV Srl MONTE PORZIO CATONE,2015,14.5,750.0,129.0,Italien,Apulien,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/nero-7228301,,
"Douglas Green, Douglas Green",Douglas Green Bellingham,2019,13.5,750.0,89.0,Sydafrika,Western Cape,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/douglas-green-7861301,,
"Frog's Leap, Frog's Leap",Frog's Leap,2017,13.0,750.0,249.0,USA,Kalifornien,North Coast,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/frog's-leap-7598101,https://sb-product-media-prod.azureedge.net/productimages/1161199/1161199,
"Buteljholmen 1, Buteljholmen 1",Hugues de La Bourdonnaye,,12.0,2250.0,1542.0,Frankrike,Champagne,,Blandlådor vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/buteljholmen-1-7354709,,
"Gaja, Gaja",Gaja,2018,14.0,750.0,1599.0,Italien,Piemonte,Langhe,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/gaja-7574801,https://sb-product-media-prod.azureedge.net/productimages/1163342/1163342,
"Hungry Wines, Hungry Wines",PolgárBor,2017,12.5,750.0,155.0,Ungern,Pannon,Villány,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/hungry-wines-7315001,https://sb-product-media-prod.azureedge.net/productimages/1164140/1164140,
"Domaine du Haut Bourg, Domaine du Haut Bourg",Domaine du Haut Bourg,2015,12.0,750.0,123.0,Frankrike,Loiredalen,IGP de Loire,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/domaine-du-haut-bourg-7537301,https://sb-product-media-prod.azureedge.net/productimages/1164570/1164570,
"Château Teyssier, Château Teyssier",Château Teyssier,2015,14.5,750.0,298.0,Frankrike,Bordeaux,Montagne-St-Emilion,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/château-teyssier-7921301,,
"Veneroso, Veneroso",Tenuta di Ghizzano,2012,14.5,750.0,319.0,Italien,Toscana,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/veneroso-7554101,,
"Trinity, Trinity",Trinity LCC,2017,14.0,750.0,268.0,Armenien,,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/trinity-7148101,,
"Casa Mariol, Casa Mariol",Celler Mariol S L,,15.0,1000.0,198.0,Spanien,,,Aperitif & Dessert,Vermouth,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/casa-mariol-7604901,https://product-cdn.systembolaget.se/productimages/1169187/1169187,
"Corte Fiore, Corte Fiore",Passione Natura,,12.5,750.0,99.0,Italien,,,Rosévin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/corte-fiore-7591901,,
"14 Hands, 14 Hands",14 Hands Winery,2016,13.5,750.0,149.0,USA,Washington State,Columbia Valley,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/14-hands-7246701,https://product-cdn.systembolaget.se/productimages/1173330/1173330,
"Michel Turgy, Michel Turgy",Champagne Michel Turgy,,12.0,1500.0,799.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/michel-turgy-7799006,,
"Chateau de Gaudou, Chateau de Gaudou",Fabrice Durou,2013,13.0,750.0,196.0,Frankrike,Frankrike sydväst,Cahors,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chateau-de-gaudou-7962401,,
"Müller Catoir, Müller Catoir",Weingut Müller-Catoir,2015,13.0,750.0,319.0,Tyskland,Pfalz,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/müller-catoir-7236301,,
"Vinodivino, Vinodivino",Vinodivino,,11.5,750.0,158.0,Italien,Venetien,Prosecco,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vinodivino-7855701,,
"Genesis, Genesis",Perlage,,11.5,750.0,158.0,Italien,Venetien,Prosecco,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/genesis-7957301,,
"Corimbo, Corimbo",Bodegas La Horra,2015,14.5,750.0,269.0,Spanien,Kastilien-León,Ribera del Duero,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/corimbo-7947601,,
"Masi Conte Federico, Masi Conte Federico",Masi Agricola Spa,2015,12.5,750.0,269.0,Italien,Trentino-Alto Adige,Trento,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/masi-conte-federico-7266001,https://product-cdn.systembolaget.se/productimages/17066036/17066036,
"Juvé & Camps, Juvé & Camps",Juvé y Camps,2015,12.0,750.0,299.0,Spanien,Cava,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/juvé-&-camps-7355301,https://product-cdn.systembolaget.se/productimages/17066818/17066818,
"Podere, Podere",Umani Ronchi,2019,13.0,750.0,96.0,Italien,Abruzzerna,Montepulciano d'Abruzzo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/podere-7523401,https://product-cdn.systembolaget.se/productimages/17067260/17067260,
"Villa di Geggiano, Villa di Geggiano",Andrea Boscu Bianchi Bandinelli,2018,13.5,750.0,185.0,Italien,Toscana,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/villa-di-geggiano-7755301,,
"Bisol Jeio, Bisol Jeio",Bisol Desiderio & Figli Azienda Agricola,,11.5,750.0,149.0,Italien,Venetien,Prosecco,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/bisol-jeio-7790201,https://product-cdn.systembolaget.se/productimages/17073796/17073796,
"Mezzacorona, Mezzacorona",Mezzacorona,2017,12.5,750.0,99.0,Italien,Trentino-Alto Adige,Trentino,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/mezzacorona-7755201,,
