name,producer,year,alcoholPercentage,volume,price,country,region,district,type,categoryTaste,usage,taste,tasteBitter,tasteSweetness,tasteFruitAcid,tasteBody,tasteRoughness,url,imageURL,grapes
"Section 181, Section 181",G Patritti & Co Pty Ltd,2015,14.5,750.0,299.0,Australien,South Australia,Fleurieu,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/section-181-7761901,,
"Evel, Evel",Real Companhia Velha,2018,13.0,750.0,119.0,Portugal,Douro,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/evel-7108901,,
"Heartland, Heartland",Heartland Wines,2014,14.5,750.0,249.0,Australien,South Australia,Fleurieu,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/heartland-7961001,https://product-cdn.systembolaget.se/productimages/17404043/17404043,
"Ramón Bilbao, Ramón Bilbao",Bodegas Ramón Bilbao,2019,12.5,750.0,149.0,Spanien,Galicien,Rías Baixas,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/ramón-bilbao-7685801,https://product-cdn.systembolaget.se/productimages/17404045/17404045,
"Quinta de Cidrô, Quinta de Cidrô",Real Companhia Velha,2016,13.0,750.0,159.0,Portugal,Douro,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/quinta-de-cidrô-7988301,,
"Vette di San Leonardo, Vette di San Leonardo",Tenuta San Leonardo,2019,12.5,750.0,159.0,Italien,Trentino-Alto Adige,Trentino,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vette-di-san-leonardo-7932701,https://product-cdn.systembolaget.se/productimages/17433179/17433179,
"Torre Mora, Torre Mora",Torre Mora,2019,13.0,750.0,189.0,Italien,Sicilien,Etna,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/torre-mora-7459601,https://product-cdn.systembolaget.se/productimages/17433193/17433193,
"Torre Mora, Torre Mora",Torre Mora,2018,13.5,750.0,179.0,Italien,Sicilien,Etna,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/torre-mora-7644001,https://product-cdn.systembolaget.se/productimages/17433194/17433194,
"The Wolftrap, The Wolftrap",Boekenhoutskloof,2017,13.5,750.0,89.0,Sydafrika,Western Cape,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/the-wolftrap-7093801,https://product-cdn.systembolaget.se/productimages/17433201/17433201,
"Pauletts, Pauletts",Paulett Wines,2019,13.0,750.0,149.0,Australien,South Australia,Adelaide,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/pauletts-7847401,,
"Cantonovo, Cantonovo",Coppi,2015,13.0,750.0,185.0,Italien,Apulien,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/cantonovo-7913901,,
"Handzeichen, Handzeichen",Winzerhof Landauer-Gisperg,2017,12.0,750.0,499.0,Österrike,,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/handzeichen-7107401,,
"El Grifo, El Grifo",El Grifo S.A.,2018,12.0,750.0,360.0,Spanien,Kanarieöarna,Lanzarote,Rosévin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/el-grifo-7869401,,
"Towards Green, Towards Green",Juwel Weine,2019,12.0,750.0,149.0,Tyskland,Rheinhessen,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/towards-green-7845801,,
"J.Mourat, J.Mourat",J.Mourat,2018,13.0,750.0,179.0,Frankrike,,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/j.mourat-7691401,,
"Toscana Rosé, Toscana Rosé",Fattoria Sardi,2019,11.5,750.0,179.0,Italien,Toscana,,Rosévin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/toscana-rosé-7802701,https://sb-product-media-prod.azureedge.net/productimages/24462640/24462640,
"Pierre Péters, Pierre Péters",Pierre Péters,2014,12.0,750.0,549.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/pierre-péters-7209901,,
"Morgon, Morgon",Domaine Didier Desvignes,2018,13.0,750.0,169.0,Frankrike,Bourgogne,Beaujolais,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/morgon-7918401,https://sb-product-media-prod.azureedge.net/productimages/24464741/24464741,
"Rhiannon, Rhiannon",Rutherford Wine Company,2017,12.5,750.0,189.0,USA,Kalifornien,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/rhiannon-7918101,,
"Knebel, Knebel",Weingut Knebel,2018,12.0,750.0,309.0,Tyskland,Mosel,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/knebel-7967701,,
"André Rohrer, André Rohrer",André Rohrer,2017,13.0,750.0,319.0,Frankrike,Alsace,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/andré-rohrer-7870201,,
"Edouard Delaunay, Edouard Delaunay",Edouard Delaunay,2017,13.5,750.0,899.0,Frankrike,Bourgogne,Côte de Nuits,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/edouard-delaunay-7916301,https://sb-product-media-prod.azureedge.net/productimages/24465433/24465433,
"Edouard Delaunay, Edouard Delaunay",Edouard Delaunay,2019,13.0,750.0,149.0,Frankrike,Bourgogne,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/edouard-delaunay-7863101,https://sb-product-media-prod.azureedge.net/productimages/24465437/24465437,
"Robert Barbichon, Robert Barbichon",Champagne Robert Barbichon,,12.0,750.0,376.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/robert-barbichon-7889101,https://sb-product-media-prod.azureedge.net/productimages/24465742/24465742,
"Roero Arneis, Roero Arneis",Vietti s.r.l.,2018,13.0,750.0,229.0,Italien,Piemonte,Roero,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/roero-arneis-7897101,https://sb-product-media-prod.azureedge.net/productimages/1101331/1101331,
"Zenato, Zenato",Zenato,2015,12.5,750.0,109.0,Italien,Venetien,Bardolino,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/zenato-7056601,,
"Costebianche, Costebianche",COPPO S.R.L,2013,12.0,750.0,149.0,Italien,Piemonte,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/costebianche-7103201,,
"Vietti Barbera d´Alba, Vietti Barbera d´Alba",Vietti s.r.l.,2013,14.0,750.0,546.0,Italien,Piemonte,Barbera d'Alba,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vietti-barbera-d´alba-7044001,,
"Hacienda López de Haro, Hacienda López de Haro",Bodega Classica,2015,13.5,750.0,119.0,Spanien,Rioja,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/hacienda-lópez-de-haro-7569601,https://product-cdn.systembolaget.se/productimages/1103908/1103908,
"Eden Valley, Eden Valley",Berton Vineyard,2019,13.5,750.0,149.0,Australien,South Australia,Adelaide,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/eden-valley-7463401,https://product-cdn.systembolaget.se/productimages/1106184/1106184,
"Jorn Nou, Jorn Nou",Altavins Viticultors,2018,14.5,750.0,129.0,Spanien,Katalonien,Terra Alta,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/jorn-nou-7061001,https://product-cdn.systembolaget.se/productimages/11072488/11072488,
"Baigorri, Baigorri",Bodegas Baigorri,2011,14.5,750.0,269.0,Spanien,Rioja,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/baigorri-7112501,,
"La Planta, La Planta",Bodegas Arzuaga Navarro,2017,14.5,750.0,139.0,Spanien,Kastilien-León,Ribera del Duero,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Fruktig, nyanserad smak med tydlig rostad fatkaraktär, inslag av mörka körsbär, lavendel, choklad, plommon, kryddnejlika och kokos.",0.0%,0.0%,75.0%,83.33333333333334%,75.0%,https://www.systembolaget.se/produkt/vin/la-planta-7076801,,Tempranillo
"Badiolo, Badiolo",Chianti Trambusti,2015,12.5,750.0,117.0,Italien,Toscana,Chianti,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/badiolo-7430101,,
"Arzuaga, Arzuaga",Bodegas Arzuaga Navarro,2013,14.5,750.0,186.0,Spanien,Kastilien-La Mancha,Pago Florentino,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/arzuaga-7278301,,
"Reichsrat von Buhl, Reichsrat von Buhl",Reichsrat von Buhl,2016,12.0,750.0,149.0,Tyskland,Pfalz,,Rosévin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/reichsrat-von-buhl-7329801,,
"Notte di Galileo, Notte di Galileo",Riuniti dei Colli Euganei,2016,14.5,750.0,194.0,Italien,Venetien,Colli Euganei,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/notte-di-galileo-7249001,https://product-cdn.systembolaget.se/productimages/11150239/11150239,
"Le Propriétaire, Le Propriétaire",Sieur d'Arques,2015,6.0,750.0,155.0,Frankrike,Languedoc-Roussillon,Limoux,Mousserande vin,Sött vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/le-propriétaire-7788601,,
"Xavier Muscat de Beaumes de Venise, Xavier Muscat de Beaumes de Venise",Xavier Vins,2016,15.0,375.0,109.0,Frankrike,Rhonedalen,Muscat de Beaumes de Venise,Vitt vin,Sött,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/xavier-muscat-de-beaumes-de-venise-837702,https://product-cdn.systembolaget.se/productimages/1117462/1117462,
"RekoVin Naturvinlåda, RekoVin Naturvinlåda",Maison Lissner,,14.5,2250.0,861.0,Frankrike,Alsace,,Blandlådor vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/rekovin-naturvinlåda-7309509,,
"Milan Nestarec, Milan Nestarec",Milan Nestarec,2017,10.5,750.0,279.0,Tjeckien,Morava,Moravské,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/milan-nestarec-7809001,,
"Robert Barbichon, Robert Barbichon",Champagne Robert Barbichon,,12.0,750.0,406.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/robert-barbichon-7313201,https://sb-product-media-prod.azureedge.net/productimages/24472941/24472941,
"Meyer-Näkel, Meyer-Näkel",Weinhaus Meyer Näkel,2018,13.5,750.0,219.0,Tyskland,Ahr,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/meyer-näkel-7880401,https://sb-product-media-prod.azureedge.net/productimages/24472946/24472946,
"Meyer-Näkel, Meyer-Näkel",Weinhaus Meyer Näkel,2017,13.5,750.0,319.0,Tyskland,Ahr,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/meyer-näkel-7888201,https://sb-product-media-prod.azureedge.net/productimages/24472947/24472947,
"Bouchard Finlayson, Bouchard Finlayson",Bouchard Finlayson,2015,13.5,750.0,349.0,Sydafrika,Western Cape,Cape South Coast,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/bouchard-finlayson-7082101,,
"Nervi, Nervi",Azienda Vitivinicola Nervi,2014,13.5,750.0,349.0,Italien,Piemonte,Gattinara,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/nervi-7801401,,
"Leclerc Briant, Leclerc Briant",Leclerc Briant,,12.0,750.0,429.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/leclerc-briant-7102801,,
"Me, Me",Wines of Substance,2016,14.5,1500.0,995.0,USA,Washington State,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/me-7937006,,
"Bouchard Finlayson, Bouchard Finlayson",Bouchard Finlayson,2016,13.5,750.0,279.0,Sydafrika,Western Cape,Cape South Coast,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/bouchard-finlayson-7196901,,
"Petreny, Petreny","Petreny Vinery, X-Vin KFT",2012,12.5,750.0,162.0,Ungern,,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/petreny-7223901,,
"Joseph Drouhin, Joseph Drouhin",Joseph Drouhin,2019,13.0,750.0,169.0,Frankrike,Bourgogne,Mâconnais,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/joseph-drouhin-7696901,,
"River Sisters, River Sisters",Gedeon Birtok KFT,2019,12.0,750.0,99.0,Ungern,,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/river-sisters-7113601,,
"Petrény, Petrény","Petreny Vinery, X-Vin KFT",2015,13.5,750.0,162.0,Ungern,Eger,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/petrény-7416601,,
"Gvantsa's Wine, Gvantsa's Wine",Gvantsa's Wine,2018,15.0,750.0,356.0,Georgien,,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/gvantsa's-wine-7957201,,
"Mukuzani, Mukuzani",Kakhuri Gvinis Marani,2014,13.0,750.0,271.0,Georgien,Kakheti Region,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/mukuzani-7956301,,
"Kakhuri Gvinis Marani, Kakhuri Gvinis Marani",Kakhuri Gvinis Marani,2017,12.5,375.0,285.0,Georgien,,,Vitt vin,Sött,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/kakhuri-gvinis-marani-7506502,,
"Rkatsiteli, Rkatsiteli",Kakhuri Gvinis Marani,2015,13.0,750.0,267.0,Georgien,Kakheti Region,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/rkatsiteli-7967901,,
"Saperavi, Saperavi",Kakhuri Gvinis Marani,2018,13.0,750.0,267.0,Georgien,Kakheti Region,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/saperavi-7313001,,
"Shannon Vineyards, Shannon Vineyards",Shannon Vineyards,2016,14.0,750.0,299.0,Sydafrika,Western Cape,Cape South Coast,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/shannon-vineyards-7842601,,
"Simonsig, Simonsig",Simonsig Estate,2012,14.5,750.0,249.0,Sydafrika,Western Cape,Coastal Region,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/simonsig-7689901,,
"Villa Sandi, Villa Sandi",Villa Sandi SRL,,11.5,750.0,79.0,Italien,,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/villa-sandi-7819901,,
"Sommarkväll, Sommarkväll",Flera producenter,,12.0,1500.0,478.0,Frankrike,,,Blandlådor vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/sommarkväll-7130109,,
"Savage, Savage",Duncan Savage Wines,2018,13.0,750.0,279.0,Sydafrika,Western Cape,Olifants River,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/savage-7831501,,
"Savage, Savage",Duncan Savage Wines,2018,13.5,750.0,340.0,Sydafrika,Western Cape,Coastal Region,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/savage-7053301,,
"Clos Joanne D'Orion, Clos Joanne D'Orion",Gitton Père et Fils,2018,12.5,750.0,229.0,Frankrike,Loiredalen,Pouilly Fumé,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/clos-joanne-d'orion-7117901,,
"Tardieu-Laurent, Tardieu-Laurent",Tardieu-Laurent,2017,14.5,750.0,289.0,Frankrike,Rhonedalen,Vacqueyras,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/tardieu-laurent-7578701,,
"Dão, Dão",Caves Primavera,2019,13.0,1500.0,149.0,Portugal,Dão,,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Kryddig, fruktig smak med fatkaraktär, inslag av mörka körsbär, örter, blåbär, peppar, hallon och lakrits.",0.0%,0.0%,75.0%,58.333333333333336%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/dão-1252006,https://sb-product-media-prod.azureedge.net/productimages/24448548/24448548,
"Barolo, Barolo",Arnaldo Rivera,2015,14.0,750.0,649.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barolo-7387401,,
"Tardieu-Laurent, Tardieu-Laurent",Tardieu-Laurent,2017,13.5,750.0,309.0,Frankrike,Rhonedalen,Crozes-Hermitage,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/tardieu-laurent-7108601,,
"Dolbá Langhe, Dolbá Langhe",Viberti Giovanni,2016,13.5,750.0,169.0,Italien,Piemonte,Langhe,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/dolbá-langhe-7264701,https://product-cdn.systembolaget.se/productimages/1148310/1148310,
"Guy de Chassey, Guy de Chassey",Guy de Chassey,2008,12.0,750.0,408.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/guy-de-chassey-7746301,,
"Côtes-du-Rhône, Côtes-du-Rhône",Domaine de La Fagotière,2017,14.0,750.0,125.0,Frankrike,Rhonedalen,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/côtes-du-rhône-7276401,,
"Antico Monastero, Antico Monastero",Agricola Bosio srl,2018,14.0,750.0,177.0,Italien,Piemonte,Barbera d'Alba,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/antico-monastero-7061601,https://product-cdn.systembolaget.se/productimages/1153456/1153456,
"Odinstal, Odinstal",Weingut Odinstal,2015,12.5,750.0,399.0,Tyskland,Pfalz,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/odinstal-7207901,,
"The Taste of Antico Monastero mixlåda, The Taste of Antico Monastero mixlåda",Agricola Bosio srl,,14.0,4500.0,1206.0,Italien,,,Blandlådor vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/the-taste-of-antico-monastero-mixlåda-7993509,,
"Vina Laguna, Vina Laguna",Agrolaguna d.d.,2015,13.0,750.0,128.0,Kroatien,Primorska,Istra,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vina-laguna-7365801,https://sb-product-media-prod.azureedge.net/productimages/1154440/1154440,
"Corvers Kauter Terra 50, Corvers Kauter Terra 50",Dr Corvers - Kauter,2019,11.0,750.0,129.0,Tyskland,Rheingau,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/corvers-kauter-terra-50-7368301,https://product-cdn.systembolaget.se/productimages/1154556/1154556,
"R3, R3",Dr Corvers - Kauter,2019,12.0,750.0,129.0,Tyskland,Rheingau,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/r3-7377501,https://product-cdn.systembolaget.se/productimages/1154680/1154680,
"Rosso di Montalcino, Rosso di Montalcino",Az. Agr. Talenti,2018,14.5,750.0,259.0,Italien,Toscana,Rosso di Montalcino,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/rosso-di-montalcino-7370801,,
"Corps de Loup, Corps de Loup",Corps de Loup,2015,13.0,750.0,572.0,Frankrike,Rhonedalen,Côte-Rôtie,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/corps-de-loup-7942801,,
"Borgogno, Borgogno",Giacomo Borgogno,2018,14.0,750.0,229.0,Italien,Piemonte,Langhe,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/borgogno-7970901,,
"Tano, Tano",Le Guaite di Noemi,2013,13.5,750.0,222.0,Italien,Venetien,Veronese,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/tano-7831301,,
"Vila Santa, Vila Santa",João Portugal Ramos,2017,14.0,750.0,129.0,Portugal,Alentejo,Alentejano,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vila-santa-1250701,https://product-cdn.systembolaget.se/productimages/11560/11560,Alicante bouschet---Trincadeira---Aragones---Cabernet sauvignon---Periquita
"Mrs Wigley, Mrs Wigley",Wirra Wirra Vineyards,2016,4.5,500.0,121.0,Australien,South Australia,Fleurieu,Mousserande vin,Rosé,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/mrs-wigley-7963602,,
"Stella di Campalto, Stella di Campalto",Stella di Campalto,2014,13.0,750.0,849.0,Italien,Toscana,Rosso di Montalcino,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/stella-di-campalto-7063801,,
"Hedges Family Estate, Hedges Family Estate",Hedges Family Estate,2017,13.5,750.0,389.0,USA,Washington State,Yakima Valley,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/hedges-family-estate-7270101,,
"Loxarel, Loxarel",Loxarel,,12.5,750.0,119.0,Spanien,Katalonien,Penedès,Mousserande vin,Rosé,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/loxarel-7269201,https://sb-product-media-prod.azureedge.net/productimages/24452893/24452893,
"Babylonstoren, Babylonstoren",Babylonstoren,2018,14.0,750.0,219.0,Sydafrika,Western Cape,Coastal Region,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/babylonstoren-7309201,https://sb-product-media-prod.azureedge.net/productimages/24452894/24452894,
"Chanin, Chanin",Chanin Wine Co,2015,13.0,750.0,579.0,USA,Kalifornien,Central Coast,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chanin-7438801,,
"Chanin, Chanin",Chanin Wine Co,2016,13.0,750.0,429.0,USA,Kalifornien,Central Coast,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chanin-7109701,,
"Claes, Claes",Weingut Claes Schmitt Erben,2016,12.5,750.0,225.0,Tyskland,Mosel,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/claes-7883801,,
"Claes, Claes",Weingut Claes Schmitt Erben,2016,12.5,750.0,205.0,Tyskland,Mosel,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/claes-7989201,,
"Rèmole, Rèmole",Rèmole,2018,12.0,750.0,125.0,Italien,Toscana,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/rèmole-7542501,https://sb-product-media-prod.azureedge.net/productimages/24454548/24454548,
"Domaine du Pas de l'Escalette, Domaine du Pas de l'Escalette",Domaine du Pas de l'Escalette,2018,13.5,750.0,329.0,Frankrike,Languedoc-Roussillon,Languedoc,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/domaine-du-pas-de-l'escalette-7645501,,
"Sentieri Infiniti, Sentieri Infiniti",Cantine San Giorgio,2017,14.0,750.0,128.0,Italien,Apulien,Salento,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/sentieri-infiniti-7958401,,
"Costadoro, Costadoro",Vitivinicola Costadoro,2016,13.5,750.0,119.0,Italien,Marche,Rosso Piceno,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/costadoro-7053401,https://sb-product-media-prod.azureedge.net/productimages/24455515/24455515,
"Talabira do Algarve, Talabira do Algarve",Casa Santos Lima - Companhia das Vinhas S.A.,2018,14.0,750.0,119.0,Portugal,Algarve,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/talabira-do-algarve-7969601,https://sb-product-media-prod.azureedge.net/productimages/24455588/24455588,
"San Zio, San Zio",Cantine Leonardo da Vinci,2017,13.5,750.0,199.0,Italien,Toscana,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/san-zio-7984801,,
